timings.Fajr,timings.Sunrise,timings.Dhuhr,timings.Asr,timings.Sunset,timings.Maghrib,timings.Isha,timings.Imsak,timings.Midnight,timings.Firstthird,timings.Lastthird,date.readable,date.timestamp,date.gregorian.date,date.gregorian.format,date.gregorian.day,date.gregorian.weekday.en,date.gregorian.month.number,date.gregorian.month.en,date.gregorian.year,date.gregorian.designation.abbreviated,date.gregorian.designation.expanded,date.hijri.date,date.hijri.format,date.hijri.day,date.hijri.weekday.en,date.hijri.weekday.ar,date.hijri.month.number,date.hijri.month.en,date.hijri.month.ar,date.hijri.year,date.hijri.designation.abbreviated,date.hijri.designation.expanded,meta.latitude,meta.longitude,meta.timezone,meta.method.id,meta.method.name,meta.method.params.Fajr,meta.method.params.Isha,meta.method.location.latitude,meta.method.location.longitude,meta.latitudeAdjustmentMethod,meta.midnightMode,meta.school,meta.offset.Imsak,meta.offset.Fajr,meta.offset.Sunrise,meta.offset.Dhuhr,meta.offset.Asr,meta.offset.Maghrib,meta.offset.Sunset,meta.offset.Isha,meta.offset.Midnight,date.hijri.holidays
"05:05 (MST)","06:14 (MST)","12:31 (MST)","16:04 (MST)","18:49 (MST)","18:49 (MST)","19:58 (MST)","04:55 (MST)","00:31 (MST)","22:37 (MST)","02:25 (MST)","02 Apr 2024",1712073661,02-04-2024,DD-MM-YYYY,02,Tuesday,4,April,2024,AD,"Anno Domini",24-09-1445,DD-MM-YYYY,24,"Al Thalaata",الثلاثاء,9,Ramaḍān,رَمَضان,1445,AH,"Anno Hegirae",33.032167,-111.966842,America/Phoenix,2,"Islamic Society of North America (ISNA)",15,15,39.7042123,-86.3994387,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0,
"05:03 (MST)","06:12 (MST)","12:31 (MST)","16:04 (MST)","18:50 (MST)","18:50 (MST)","19:59 (MST)","04:53 (MST)","00:31 (MST)","22:37 (MST)","02:25 (MST)","03 Apr 2024",1712160061,03-04-2024,DD-MM-YYYY,03,Wednesday,4,April,2024,AD,"Anno Domini",25-09-1445,DD-MM-YYYY,25,"Al Arba'a",الاربعاء,9,Ramaḍān,رَمَضان,1445,AH,"Anno Hegirae",33.032167,-111.966842,America/Phoenix,2,"Islamic Society of North America (ISNA)",15,15,39.7042123,-86.3994387,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0,Lailat-ul-Qadr
"05:02 (MST)","06:11 (MST)","12:31 (MST)","16:04 (MST)","18:51 (MST)","18:51 (MST)","20:00 (MST)","04:52 (MST)","00:31 (MST)","22:38 (MST)","02:24 (MST)","04 Apr 2024",1712246461,04-04-2024,DD-MM-YYYY,04,Thursday,4,April,2024,AD,"Anno Domini",26-09-1445,DD-MM-YYYY,26,"Al Khamees",الخميس,9,Ramaḍān,رَمَضان,1445,AH,"Anno Hegirae",33.032167,-111.966842,America/Phoenix,2,"Islamic Society of North America (ISNA)",15,15,39.7042123,-86.3994387,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0,
"05:00 (MST)","06:10 (MST)","12:30 (MST)","16:04 (MST)","18:51 (MST)","18:51 (MST)","20:01 (MST)","04:50 (MST)","00:31 (MST)","22:38 (MST)","02:24 (MST)","05 Apr 2024",1712332861,05-04-2024,DD-MM-YYYY,05,Friday,4,April,2024,AD,"Anno Domini",27-09-1445,DD-MM-YYYY,27,"Al Juma'a",الجمعة,9,Ramaḍān,رَمَضان,1445,AH,"Anno Hegirae",33.032167,-111.966842,America/Phoenix,2,"Islamic Society of North America (ISNA)",15,15,39.7042123,-86.3994387,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0,Lailat-ul-Qadr
"04:59 (MST)","06:08 (MST)","12:30 (MST)","16:04 (MST)","18:52 (MST)","18:52 (MST)","20:02 (MST)","04:49 (MST)","00:30 (MST)","22:38 (MST)","02:23 (MST)","06 Apr 2024",1712419261,06-04-2024,DD-MM-YYYY,06,Saturday,4,April,2024,AD,"Anno Domini",28-09-1445,DD-MM-YYYY,28,"Al Sabt",السبت,9,Ramaḍān,رَمَضان,1445,AH,"Anno Hegirae",33.032167,-111.966842,America/Phoenix,2,"Islamic Society of North America (ISNA)",15,15,39.7042123,-86.3994387,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0,
"04:57 (MST)","06:07 (MST)","12:30 (MST)","16:05 (MST)","18:53 (MST)","18:53 (MST)","20:03 (MST)","04:47 (MST)","00:30 (MST)","22:38 (MST)","02:22 (MST)","07 Apr 2024",1712505661,07-04-2024,DD-MM-YYYY,07,Sunday,4,April,2024,AD,"Anno Domini",29-09-1445,DD-MM-YYYY,29,"Al Ahad",الاحد,9,Ramaḍān,رَمَضان,1445,AH,"Anno Hegirae",33.032167,-111.966842,America/Phoenix,2,"Islamic Society of North America (ISNA)",15,15,39.7042123,-86.3994387,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0,Lailat-ul-Qadr
"04:56 (MST)","06:06 (MST)","12:30 (MST)","16:05 (MST)","18:54 (MST)","18:54 (MST)","20:04 (MST)","04:46 (MST)","00:30 (MST)","22:38 (MST)","02:22 (MST)","08 Apr 2024",1712592061,08-04-2024,DD-MM-YYYY,08,Monday,4,April,2024,AD,"Anno Domini",30-09-1445,DD-MM-YYYY,30,"Al Athnayn",الاثنين,9,Ramaḍān,رَمَضان,1445,AH,"Anno Hegirae",33.032167,-111.966842,America/Phoenix,2,"Islamic Society of North America (ISNA)",15,15,39.7042123,-86.3994387,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0,
"04:55 (MST)","06:05 (MST)","12:29 (MST)","16:05 (MST)","18:54 (MST)","18:54 (MST)","20:04 (MST)","04:45 (MST)","00:29 (MST)","22:38 (MST)","02:21 (MST)","09 Apr 2024",1712678461,09-04-2024,DD-MM-YYYY,09,Tuesday,4,April,2024,AD,"Anno Domini",01-10-1445,DD-MM-YYYY,01,"Al Thalaata",الثلاثاء,10,Shawwāl,شَوّال,1445,AH,"Anno Hegirae",33.032167,-111.966842,America/Phoenix,2,"Islamic Society of North America (ISNA)",15,15,39.7042123,-86.3994387,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0,Eid-ul-Fitr
"04:53 (MST)","06:03 (MST)","12:29 (MST)","16:05 (MST)","18:55 (MST)","18:55 (MST)","20:05 (MST)","04:43 (MST)","00:29 (MST)","22:38 (MST)","02:21 (MST)","10 Apr 2024",1712764861,10-04-2024,DD-MM-YYYY,10,Wednesday,4,April,2024,AD,"Anno Domini",02-10-1445,DD-MM-YYYY,02,"Al Arba'a",الاربعاء,10,Shawwāl,شَوّال,1445,AH,"Anno Hegirae",33.032167,-111.966842,America/Phoenix,2,"Islamic Society of North America (ISNA)",15,15,39.7042123,-86.3994387,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0,
"04:52 (MST)","06:02 (MST)","12:29 (MST)","16:05 (MST)","18:56 (MST)","18:56 (MST)","20:06 (MST)","04:42 (MST)","00:29 (MST)","22:38 (MST)","02:20 (MST)","11 Apr 2024",1712851261,11-04-2024,DD-MM-YYYY,11,Thursday,4,April,2024,AD,"Anno Domini",03-10-1445,DD-MM-YYYY,03,"Al Khamees",الخميس,10,Shawwāl,شَوّال,1445,AH,"Anno Hegirae",33.032167,-111.966842,America/Phoenix,2,"Islamic Society of North America (ISNA)",15,15,39.7042123,-86.3994387,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0,
"04:50 (MST)","06:01 (MST)","12:28 (MST)","16:05 (MST)","18:57 (MST)","18:57 (MST)","20:07 (MST)","04:40 (MST)","00:29 (MST)","22:38 (MST)","02:19 (MST)","12 Apr 2024",1712937661,12-04-2024,DD-MM-YYYY,12,Friday,4,April,2024,AD,"Anno Domini",04-10-1445,DD-MM-YYYY,04,"Al Juma'a",الجمعة,10,Shawwāl,شَوّال,1445,AH,"Anno Hegirae",33.032167,-111.966842,America/Phoenix,2,"Islamic Society of North America (ISNA)",15,15,39.7042123,-86.3994387,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0,
"04:49 (MST)","06:00 (MST)","12:28 (MST)","16:05 (MST)","18:57 (MST)","18:57 (MST)","20:08 (MST)","04:39 (MST)","00:28 (MST)","22:38 (MST)","02:19 (MST)","13 Apr 2024",1713024061,13-04-2024,DD-MM-YYYY,13,Saturday,4,April,2024,AD,"Anno Domini",05-10-1445,DD-MM-YYYY,05,"Al Sabt",السبت,10,Shawwāl,شَوّال,1445,AH,"Anno Hegirae",33.032167,-111.966842,America/Phoenix,2,"Islamic Society of North America (ISNA)",15,15,39.7042123,-86.3994387,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0,
"04:48 (MST)","05:58 (MST)","12:28 (MST)","16:05 (MST)","18:58 (MST)","18:58 (MST)","20:09 (MST)","04:38 (MST)","00:28 (MST)","22:38 (MST)","02:18 (MST)","14 Apr 2024",1713110461,14-04-2024,DD-MM-YYYY,14,Sunday,4,April,2024,AD,"Anno Domini",06-10-1445,DD-MM-YYYY,06,"Al Ahad",الاحد,10,Shawwāl,شَوّال,1445,AH,"Anno Hegirae",33.032167,-111.966842,America/Phoenix,2,"Islamic Society of North America (ISNA)",15,15,39.7042123,-86.3994387,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0,
"04:46 (MST)","05:57 (MST)","12:28 (MST)","16:05 (MST)","18:59 (MST)","18:59 (MST)","20:10 (MST)","04:36 (MST)","00:28 (MST)","22:38 (MST)","02:18 (MST)","15 Apr 2024",1713196861,15-04-2024,DD-MM-YYYY,15,Monday,4,April,2024,AD,"Anno Domini",07-10-1445,DD-MM-YYYY,07,"Al Athnayn",الاثنين,10,Shawwāl,شَوّال,1445,AH,"Anno Hegirae",33.032167,-111.966842,America/Phoenix,2,"Islamic Society of North America (ISNA)",15,15,39.7042123,-86.3994387,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0,
"04:45 (MST)","05:56 (MST)","12:27 (MST)","16:05 (MST)","18:59 (MST)","18:59 (MST)","20:11 (MST)","04:35 (MST)","00:28 (MST)","22:38 (MST)","02:17 (MST)","16 Apr 2024",1713283261,16-04-2024,DD-MM-YYYY,16,Tuesday,4,April,2024,AD,"Anno Domini",08-10-1445,DD-MM-YYYY,08,"Al Thalaata",الثلاثاء,10,Shawwāl,شَوّال,1445,AH,"Anno Hegirae",33.032167,-111.966842,America/Phoenix,2,"Islamic Society of North America (ISNA)",15,15,39.7042123,-86.3994387,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0,
"04:43 (MST)","05:55 (MST)","12:27 (MST)","16:05 (MST)","19:00 (MST)","19:00 (MST)","20:12 (MST)","04:33 (MST)","00:28 (MST)","22:38 (MST)","02:17 (MST)","17 Apr 2024",1713369661,17-04-2024,DD-MM-YYYY,17,Wednesday,4,April,2024,AD,"Anno Domini",09-10-1445,DD-MM-YYYY,09,"Al Arba'a",الاربعاء,10,Shawwāl,شَوّال,1445,AH,"Anno Hegirae",33.032167,-111.966842,America/Phoenix,2,"Islamic Society of North America (ISNA)",15,15,39.7042123,-86.3994387,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0,
"04:42 (MST)","05:54 (MST)","12:27 (MST)","16:05 (MST)","19:01 (MST)","19:01 (MST)","20:13 (MST)","04:32 (MST)","00:27 (MST)","22:38 (MST)","02:16 (MST)","18 Apr 2024",1713456061,18-04-2024,DD-MM-YYYY,18,Thursday,4,April,2024,AD,"Anno Domini",10-10-1445,DD-MM-YYYY,10,"Al Khamees",الخميس,10,Shawwāl,شَوّال,1445,AH,"Anno Hegirae",33.032167,-111.966842,America/Phoenix,2,"Islamic Society of North America (ISNA)",15,15,39.7042123,-86.3994387,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0,
"04:41 (MST)","05:52 (MST)","12:27 (MST)","16:05 (MST)","19:02 (MST)","19:02 (MST)","20:14 (MST)","04:31 (MST)","00:27 (MST)","22:39 (MST)","02:16 (MST)","19 Apr 2024",1713542461,19-04-2024,DD-MM-YYYY,19,Friday,4,April,2024,AD,"Anno Domini",11-10-1445,DD-MM-YYYY,11,"Al Juma'a",الجمعة,10,Shawwāl,شَوّال,1445,AH,"Anno Hegirae",33.032167,-111.966842,America/Phoenix,2,"Islamic Society of North America (ISNA)",15,15,39.7042123,-86.3994387,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0,
"04:39 (MST)","05:51 (MST)","12:27 (MST)","16:05 (MST)","19:02 (MST)","19:02 (MST)","20:14 (MST)","04:29 (MST)","00:27 (MST)","22:39 (MST)","02:15 (MST)","20 Apr 2024",1713628861,20-04-2024,DD-MM-YYYY,20,Saturday,4,April,2024,AD,"Anno Domini",12-10-1445,DD-MM-YYYY,12,"Al Sabt",السبت,10,Shawwāl,شَوّال,1445,AH,"Anno Hegirae",33.032167,-111.966842,America/Phoenix,2,"Islamic Society of North America (ISNA)",15,15,39.7042123,-86.3994387,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0,
"04:38 (MST)","05:50 (MST)","12:26 (MST)","16:05 (MST)","19:03 (MST)","19:03 (MST)","20:15 (MST)","04:28 (MST)","00:27 (MST)","22:39 (MST)","02:15 (MST)","21 Apr 2024",1713715261,21-04-2024,DD-MM-YYYY,21,Sunday,4,April,2024,AD,"Anno Domini",13-10-1445,DD-MM-YYYY,13,"Al Ahad",الاحد,10,Shawwāl,شَوّال,1445,AH,"Anno Hegirae",33.032167,-111.966842,America/Phoenix,2,"Islamic Society of North America (ISNA)",15,15,39.7042123,-86.3994387,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0,
"04:37 (MST)","05:49 (MST)","12:26 (MST)","16:05 (MST)","19:04 (MST)","19:04 (MST)","20:16 (MST)","04:27 (MST)","00:26 (MST)","22:39 (MST)","02:14 (MST)","22 Apr 2024",1713801661,22-04-2024,DD-MM-YYYY,22,Monday,4,April,2024,AD,"Anno Domini",14-10-1445,DD-MM-YYYY,14,"Al Athnayn",الاثنين,10,Shawwāl,شَوّال,1445,AH,"Anno Hegirae",33.032167,-111.966842,America/Phoenix,2,"Islamic Society of North America (ISNA)",15,15,39.7042123,-86.3994387,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0,
"04:35 (MST)","05:48 (MST)","12:26 (MST)","16:05 (MST)","19:05 (MST)","19:05 (MST)","20:17 (MST)","04:25 (MST)","00:26 (MST)","22:39 (MST)","02:14 (MST)","23 Apr 2024",1713888061,23-04-2024,DD-MM-YYYY,23,Tuesday,4,April,2024,AD,"Anno Domini",15-10-1445,DD-MM-YYYY,15,"Al Thalaata",الثلاثاء,10,Shawwāl,شَوّال,1445,AH,"Anno Hegirae",33.032167,-111.966842,America/Phoenix,2,"Islamic Society of North America (ISNA)",15,15,39.7042123,-86.3994387,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0,
"04:34 (MST)","05:47 (MST)","12:26 (MST)","16:05 (MST)","19:05 (MST)","19:05 (MST)","20:18 (MST)","04:24 (MST)","00:26 (MST)","22:39 (MST)","02:13 (MST)","24 Apr 2024",1713974461,24-04-2024,DD-MM-YYYY,24,Wednesday,4,April,2024,AD,"Anno Domini",16-10-1445,DD-MM-YYYY,16,"Al Arba'a",الاربعاء,10,Shawwāl,شَوّال,1445,AH,"Anno Hegirae",33.032167,-111.966842,America/Phoenix,2,"Islamic Society of North America (ISNA)",15,15,39.7042123,-86.3994387,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0,
"04:33 (MST)","05:46 (MST)","12:26 (MST)","16:05 (MST)","19:06 (MST)","19:06 (MST)","20:19 (MST)","04:23 (MST)","00:26 (MST)","22:39 (MST)","02:13 (MST)","25 Apr 2024",1714060861,25-04-2024,DD-MM-YYYY,25,Thursday,4,April,2024,AD,"Anno Domini",17-10-1445,DD-MM-YYYY,17,"Al Khamees",الخميس,10,Shawwāl,شَوّال,1445,AH,"Anno Hegirae",33.032167,-111.966842,America/Phoenix,2,"Islamic Society of North America (ISNA)",15,15,39.7042123,-86.3994387,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0,
"04:32 (MST)","05:45 (MST)","12:26 (MST)","16:05 (MST)","19:07 (MST)","19:07 (MST)","20:20 (MST)","04:22 (MST)","00:26 (MST)","22:39 (MST)","02:12 (MST)","26 Apr 2024",1714147261,26-04-2024,DD-MM-YYYY,26,Friday,4,April,2024,AD,"Anno Domini",18-10-1445,DD-MM-YYYY,18,"Al Juma'a",الجمعة,10,Shawwāl,شَوّال,1445,AH,"Anno Hegirae",33.032167,-111.966842,America/Phoenix,2,"Islamic Society of North America (ISNA)",15,15,39.7042123,-86.3994387,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0,
"04:30 (MST)","05:44 (MST)","12:25 (MST)","16:05 (MST)","19:08 (MST)","19:08 (MST)","20:21 (MST)","04:20 (MST)","00:26 (MST)","22:40 (MST)","02:12 (MST)","27 Apr 2024",1714233661,27-04-2024,DD-MM-YYYY,27,Saturday,4,April,2024,AD,"Anno Domini",19-10-1445,DD-MM-YYYY,19,"Al Sabt",السبت,10,Shawwāl,شَوّال,1445,AH,"Anno Hegirae",33.032167,-111.966842,America/Phoenix,2,"Islamic Society of North America (ISNA)",15,15,39.7042123,-86.3994387,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0,
"04:29 (MST)","05:43 (MST)","12:25 (MST)","16:05 (MST)","19:08 (MST)","19:08 (MST)","20:22 (MST)","04:19 (MST)","00:25 (MST)","22:40 (MST)","02:11 (MST)","28 Apr 2024",1714320061,28-04-2024,DD-MM-YYYY,28,Sunday,4,April,2024,AD,"Anno Domini",20-10-1445,DD-MM-YYYY,20,"Al Ahad",الاحد,10,Shawwāl,شَوّال,1445,AH,"Anno Hegirae",33.032167,-111.966842,America/Phoenix,2,"Islamic Society of North America (ISNA)",15,15,39.7042123,-86.3994387,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0,
"04:28 (MST)","05:42 (MST)","12:25 (MST)","16:06 (MST)","19:09 (MST)","19:09 (MST)","20:23 (MST)","04:18 (MST)","00:25 (MST)","22:40 (MST)","02:11 (MST)","29 Apr 2024",1714406461,29-04-2024,DD-MM-YYYY,29,Monday,4,April,2024,AD,"Anno Domini",21-10-1445,DD-MM-YYYY,21,"Al Athnayn",الاثنين,10,Shawwāl,شَوّال,1445,AH,"Anno Hegirae",33.032167,-111.966842,America/Phoenix,2,"Islamic Society of North America (ISNA)",15,15,39.7042123,-86.3994387,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0,
"04:27 (MST)","05:41 (MST)","12:25 (MST)","16:06 (MST)","19:10 (MST)","19:10 (MST)","20:24 (MST)","04:17 (MST)","00:25 (MST)","22:40 (MST)","02:10 (MST)","30 Apr 2024",1714492861,30-04-2024,DD-MM-YYYY,30,Tuesday,4,April,2024,AD,"Anno Domini",22-10-1445,DD-MM-YYYY,22,"Al Thalaata",الثلاثاء,10,Shawwāl,شَوّال,1445,AH,"Anno Hegirae",33.032167,-111.966842,America/Phoenix,2,"Islamic Society of North America (ISNA)",15,15,39.7042123,-86.3994387,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0,
"04:25 (MST)","05:40 (MST)","12:25 (MST)","16:06 (MST)","19:11 (MST)","19:11 (MST)","20:25 (MST)","04:15 (MST)","00:25 (MST)","22:40 (MST)","02:10 (MST)","01 May 2024",1714579261,01-05-2024,DD-MM-YYYY,01,Wednesday,5,May,2024,AD,"Anno Domini",23-10-1445,DD-MM-YYYY,23,"Al Arba'a",الاربعاء,10,Shawwāl,شَوّال,1445,AH,"Anno Hegirae",33.032167,-111.966842,America/Phoenix,2,"Islamic Society of North America (ISNA)",15,15,39.7042123,-86.3994387,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0,
"04:24 (MST)","05:39 (MST)","12:25 (MST)","16:06 (MST)","19:11 (MST)","19:11 (MST)","20:26 (MST)","04:14 (MST)","00:25 (MST)","22:40 (MST)","02:10 (MST)","02 May 2024",1714665661,02-05-2024,DD-MM-YYYY,02,Thursday,5,May,2024,AD,"Anno Domini",24-10-1445,DD-MM-YYYY,24,"Al Khamees",الخميس,10,Shawwāl,شَوّال,1445,AH,"Anno Hegirae",33.032167,-111.966842,America/Phoenix,2,"Islamic Society of North America (ISNA)",15,15,39.7042123,-86.3994387,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0,
"04:23 (MST)","05:38 (MST)","12:25 (MST)","16:06 (MST)","19:12 (MST)","19:12 (MST)","20:27 (MST)","04:13 (MST)","00:25 (MST)","22:41 (MST)","02:09 (MST)","03 May 2024",1714752061,03-05-2024,DD-MM-YYYY,03,Friday,5,May,2024,AD,"Anno Domini",25-10-1445,DD-MM-YYYY,25,"Al Juma'a",الجمعة,10,Shawwāl,شَوّال,1445,AH,"Anno Hegirae",33.032167,-111.966842,America/Phoenix,2,"Islamic Society of North America (ISNA)",15,15,39.7042123,-86.3994387,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0,
"04:22 (MST)","05:37 (MST)","12:25 (MST)","16:06 (MST)","19:13 (MST)","19:13 (MST)","20:28 (MST)","04:12 (MST)","00:25 (MST)","22:41 (MST)","02:09 (MST)","04 May 2024",1714838461,04-05-2024,DD-MM-YYYY,04,Saturday,5,May,2024,AD,"Anno Domini",26-10-1445,DD-MM-YYYY,26,"Al Sabt",السبت,10,Shawwāl,شَوّال,1445,AH,"Anno Hegirae",33.032167,-111.966842,America/Phoenix,2,"Islamic Society of North America (ISNA)",15,15,39.7042123,-86.3994387,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0,
"04:21 (MST)","05:36 (MST)","12:25 (MST)","16:06 (MST)","19:14 (MST)","19:14 (MST)","20:29 (MST)","04:11 (MST)","00:25 (MST)","22:41 (MST)","02:08 (MST)","05 May 2024",1714924861,05-05-2024,DD-MM-YYYY,05,Sunday,5,May,2024,AD,"Anno Domini",27-10-1445,DD-MM-YYYY,27,"Al Ahad",الاحد,10,Shawwāl,شَوّال,1445,AH,"Anno Hegirae",33.032167,-111.966842,America/Phoenix,2,"Islamic Society of North America (ISNA)",15,15,39.7042123,-86.3994387,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0,
"04:20 (MST)","05:35 (MST)","12:24 (MST)","16:06 (MST)","19:14 (MST)","19:14 (MST)","20:30 (MST)","04:10 (MST)","00:25 (MST)","22:41 (MST)","02:08 (MST)","06 May 2024",1715011261,06-05-2024,DD-MM-YYYY,06,Monday,5,May,2024,AD,"Anno Domini",28-10-1445,DD-MM-YYYY,28,"Al Athnayn",الاثنين,10,Shawwāl,شَوّال,1445,AH,"Anno Hegirae",33.032167,-111.966842,America/Phoenix,2,"Islamic Society of North America (ISNA)",15,15,39.7042123,-86.3994387,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0,
"04:19 (MST)","05:34 (MST)","12:24 (MST)","16:06 (MST)","19:15 (MST)","19:15 (MST)","20:31 (MST)","04:09 (MST)","00:25 (MST)","22:41 (MST)","02:08 (MST)","07 May 2024",1715097661,07-05-2024,DD-MM-YYYY,07,Tuesday,5,May,2024,AD,"Anno Domini",29-10-1445,DD-MM-YYYY,29,"Al Thalaata",الثلاثاء,10,Shawwāl,شَوّال,1445,AH,"Anno Hegirae",33.032167,-111.966842,America/Phoenix,2,"Islamic Society of North America (ISNA)",15,15,39.7042123,-86.3994387,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0,
"04:17 (MST)","05:33 (MST)","12:24 (MST)","16:06 (MST)","19:16 (MST)","19:16 (MST)","20:32 (MST)","04:07 (MST)","00:25 (MST)","22:42 (MST)","02:07 (MST)","08 May 2024",1715184061,08-05-2024,DD-MM-YYYY,08,Wednesday,5,May,2024,AD,"Anno Domini",30-10-1445,DD-MM-YYYY,30,"Al Arba'a",الاربعاء,10,Shawwāl,شَوّال,1445,AH,"Anno Hegirae",33.032167,-111.966842,America/Phoenix,2,"Islamic Society of North America (ISNA)",15,15,39.7042123,-86.3994387,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0,
"04:16 (MST)","05:32 (MST)","12:24 (MST)","16:06 (MST)","19:16 (MST)","19:16 (MST)","20:33 (MST)","04:06 (MST)","00:24 (MST)","22:42 (MST)","02:07 (MST)","09 May 2024",1715270461,09-05-2024,DD-MM-YYYY,09,Thursday,5,May,2024,AD,"Anno Domini",02-11-1445,DD-MM-YYYY,02,"Al Khamees",الخميس,11,"Dhū al-Qaʿdah",ذوالقعدة,1445,AH,"Anno Hegirae",33.032167,-111.966842,America/Phoenix,2,"Islamic Society of North America (ISNA)",15,15,39.7042123,-86.3994387,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0,
"04:15 (MST)","05:32 (MST)","12:24 (MST)","16:06 (MST)","19:17 (MST)","19:17 (MST)","20:34 (MST)","04:05 (MST)","00:24 (MST)","22:42 (MST)","02:07 (MST)","10 May 2024",1715356861,10-05-2024,DD-MM-YYYY,10,Friday,5,May,2024,AD,"Anno Domini",03-11-1445,DD-MM-YYYY,03,"Al Juma'a",الجمعة,11,"Dhū al-Qaʿdah",ذوالقعدة,1445,AH,"Anno Hegirae",33.032167,-111.966842,America/Phoenix,2,"Islamic Society of North America (ISNA)",15,15,39.7042123,-86.3994387,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0,
"04:14 (MST)","05:31 (MST)","12:24 (MST)","16:06 (MST)","19:18 (MST)","19:18 (MST)","20:35 (MST)","04:04 (MST)","00:24 (MST)","22:42 (MST)","02:07 (MST)","11 May 2024",1715443261,11-05-2024,DD-MM-YYYY,11,Saturday,5,May,2024,AD,"Anno Domini",04-11-1445,DD-MM-YYYY,04,"Al Sabt",السبت,11,"Dhū al-Qaʿdah",ذوالقعدة,1445,AH,"Anno Hegirae",33.032167,-111.966842,America/Phoenix,2,"Islamic Society of North America (ISNA)",15,15,39.7042123,-86.3994387,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0,
"04:13 (MST)","05:30 (MST)","12:24 (MST)","16:06 (MST)","19:19 (MST)","19:19 (MST)","20:36 (MST)","04:03 (MST)","00:24 (MST)","22:43 (MST)","02:06 (MST)","12 May 2024",1715529661,12-05-2024,DD-MM-YYYY,12,Sunday,5,May,2024,AD,"Anno Domini",05-11-1445,DD-MM-YYYY,05,"Al Ahad",الاحد,11,"Dhū al-Qaʿdah",ذوالقعدة,1445,AH,"Anno Hegirae",33.032167,-111.966842,America/Phoenix,2,"Islamic Society of North America (ISNA)",15,15,39.7042123,-86.3994387,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0,
